Company,Customer ID,Cliente,Pagador,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rabates,True Outstanding Loan Value,True Payment Status,payment_efficiency
Abaco Technologies,CLIAB001363,"EMPRESA EJEMPLO 364, S.A. DE C.V.","PAGADOR EJEMPLO 364, S.A. DE C.V.",DSB3033-875,2025-11-12,63.1,9641.79,USD,8425.27,903.98,443.9,,96.42,57.71,0,8790.94,On Time,0.8738284073807872
Abaco Technologies,CLIAB001363,"EMPRESA EJEMPLO 364, S.A. DE C.V.","PAGADOR EJEMPLO 364, S.A. DE C.V.",DSB3033-875,2025-09-13,58.91,11011.36,USD,9817.43,759.58,346.68,,110.11,45.07,0,12037.74,On Time,0.8915728847299516
Abaco Technologies,CLIAB001363,"EMPRESA EJEMPLO 364, S.A. DE C.V.","PAGADOR EJEMPLO 364, S.A. DE C.V.",DSB3033-875,2025-08-08,1.69,12537.95,USD,10762.39,844.46,408.39,,125.38,53.09,0,6783.18,On Time,0.8583851427067423
Abaco Technologies,CLIAB001364,"EMPRESA EJEMPLO 365, S.A. DE C.V.","PAGADOR EJEMPLO 365, S.A. DE C.V.",DSB4374-222,2025-06-12,83.9,11223.58,USD,9685.68,982.1,257.88,,112.24,33.52,0,7690.66,On Time,0.8629759844897974
Abaco Technologies,CLIAB001364,"EMPRESA EJEMPLO 365, S.A. DE C.V.","PAGADOR EJEMPLO 365, S.A. DE C.V.",DSB4374-222,2025-07-22,23.56,13084.73,USD,12159.65,1257.73,523.23,,130.85,68.02,0,7385.99,On Time,0.9293007956602849
Abaco Technologies,CLIAB001365,"EMPRESA EJEMPLO 366, S.A. DE C.V.","PAGADOR EJEMPLO 366, S.A. DE C.V.",DSB5061-351,2026-01-10,8.84,29722.11,USD,26792.94,2546.38,1420.31,,297.22,184.64,0,5659.42,Late,0.9014481138788598
Abaco Financial,CLIAB001366,"EMPRESA EJEMPLO 367, S.A. DE C.V.","PAGADOR EJEMPLO 367, S.A. DE C.V.",DSB6682-737,2026-03-13,71.9,6373.91,USD,5936.11,513.6,276.45,,63.74,35.94,0,1527.75,On Time,0.9313137461934667
Abaco Financial,CLIAB001367,"EMPRESA EJEMPLO 368, S.A. DE C.V.","PAGADOR EJEMPLO 368, S.A. DE C.V.",DSB1024-825,2025-04-30,45.59,87473.0,USD,81353.48,6932.2,4365.83,,874.73,567.56,0,28492.48,On Time,0.9300410412355812
Abaco Technologies,CLIAB001368,"EMPRESA EJEMPLO 369, S.A. DE C.V.","PAGADOR EJEMPLO 369, S.A. DE C.V.",DSB6894-501,2025-09-12,88.31,16196.73,USD,14848.8,857.89,643.45,,161.97,83.65,0,3596.46,On Time,0.9167776458581455
Abaco Technologies,CLIAB001368,"EMPRESA EJEMPLO 369, S.A. DE C.V.","PAGADOR EJEMPLO 369, S.A. DE C.V.",DSB6894-501,2025-08-16,25.1,15459.06,USD,14349.89,1193.58,380.77,,154.59,49.5,0,4602.66,Late,0.9282511355800417
Abaco Financial,CLIAB001369,"EMPRESA EJEMPLO 370, S.A. DE C.V.","PAGADOR EJEMPLO 370, S.A. DE C.V.",DSB5758-932,2024-12-31,0.43,22819.05,USD,21024.25,1145.03,488.24,,228.19,63.47,0,3389.51,On Time,0.9213464188912335
Abaco Technologies,CLIAB001370,"EMPRESA EJEMPLO 371, S.A. DE C.V.","PAGADOR EJEMPLO 371, S.A. DE C.V.",DSB1571-130,2025-07-11,8.03,17875.16,USD,16874.71,1275.49,654.96,,178.75,85.14,0,3299.46,On Time,0.9440312702096093
Abaco Technologies,CLIAB001370,"EMPRESA EJEMPLO 371, S.A. DE C.V.","PAGADOR EJEMPLO 371, S.A. DE C.V.",DSB1571-130,2025-08-13,97.39,20951.01,USD,18340.09,1490.12,913.39,,209.51,118.74,0,248.98,Late,0.8753797549616941
Abaco Financial,CLIAB001371,"EMPRESA EJEMPLO 372, S.A. DE C.V.","PAGADOR EJEMPLO 372, S.A. DE C.V.",DSB6823-366,2025-10-27,14.7,33736.52,USD,29869.65,2249.58,713.13,,337.37,92.71,0,19994.47,Prepayment,0.8853802941145087
Abaco Financial,CLIAB001371,"EMPRESA EJEMPLO 372, S.A. DE C.V.","PAGADOR EJEMPLO 372, S.A. DE C.V.",DSB6823-366,2026-02-12,96.85,35893.26,USD,31538.74,2516.92,1514.16,,358.93,196.84,0,9930.35,Late,0.8786814014664591
Abaco Technologies,CLIAB001372,"EMPRESA EJEMPLO 373, S.A. DE C.V.","PAGADOR EJEMPLO 373, S.A. DE C.V.",DSB9546-919,2024-12-09,76.52,18324.89,USD,16549.87,1100.64,523.0,,183.25,67.99,0,852.04,On Time,0.9031361170517258
Abaco Technologies,CLIAB001372,"EMPRESA EJEMPLO 373, S.A. DE C.V.","PAGADOR EJEMPLO 373, S.A. DE C.V.",DSB9546-919,2025-02-02,74.15,19284.82,USD,17650.93,1706.12,476.36,,192.85,61.93,0,1085.87,On Time,0.9152758490875207
Abaco Technologies,CLIAB001372,"EMPRESA EJEMPLO 373, S.A. DE C.V.","PAGADOR EJEMPLO 373, S.A. DE C.V.",DSB9546-919,2025-02-03,34.62,20423.25,USD,18142.13,1358.53,683.0,,204.23,88.79,0,612.81,Late,0.888307688541246
Abaco Financial,CLIAB001373,"EMPRESA EJEMPLO 374, S.A. DE C.V.","PAGADOR EJEMPLO 374, S.A. DE C.V.",DSB6934-102,2025-09-14,59.15,28036.88,USD,25387.2,1658.27,671.1,,280.37,87.24,0,7152.68,On Time,0.9054930505819477
Abaco Financial,CLIAB001374,"EMPRESA EJEMPLO 375, S.A. DE C.V.","PAGADOR EJEMPLO 375, S.A. DE C.V.",DSB5654-388,2025-08-20,1.92,53863.94,USD,49329.47,3863.18,1637.09,,538.64,212.82,0,14232.71,On Time,0.9158162213904144
Abaco Financial,CLIAB001374,"EMPRESA EJEMPLO 375, S.A. DE C.V.","PAGADOR EJEMPLO 375, S.A. DE C.V.",DSB5654-388,2025-07-26,80.93,43571.69,USD,39515.63,2714.5,1521.27,,435.72,197.77,0,8115.5,Late,0.9069106568967142
Abaco Financial,CLIAB001375,"EMPRESA EJEMPLO 376, S.A. DE C.V.","PAGADOR EJEMPLO 376, S.A. DE C.V.",DSB3133-060,2024-11-29,60.87,11298.88,USD,10311.56,726.97,554.52,,112.99,72.09,0,684.2,On Time,0.9126178877906483
Abaco Financial,CLIAB001375,"EMPRESA EJEMPLO 376, S.A. DE C.V.","PAGADOR EJEMPLO 376, S.A. DE C.V.",DSB3133-060,2024-12-22,17.68,11168.7,USD,10406.76,875.54,237.44,,111.69,30.87,0,1481.78,On Time,0.9317789894974348
Abaco Technologies,CLIAB001376,"EMPRESA EJEMPLO 377, S.A. DE C.V.","PAGADOR EJEMPLO 377, S.A. DE C.V.",DSB9901-914,2025-04-01,15.73,74643.02,USD,64891.24,5799.17,2350.04,,746.43,305.51,0,23972.32,On Time,0.8693544285855529
Abaco Technologies,CLIAB001377,"EMPRESA EJEMPLO 378, S.A. DE C.V.","PAGADOR EJEMPLO 378, S.A. DE C.V.",DSB4939-537,2025-03-24,74.67,32685.21,USD,28453.37,2112.95,993.09,,326.85,129.1,0,6267.22,On Time,0.870527373084034
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-10-08,82.28,5203.38,USD,4625.11,372.81,126.57,,52.03,16.45,0,10513.05,On Time,0.8888664675653132
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-08-28,61.35,4461.34,USD,3860.85,282.21,123.41,,44.61,16.04,0,10670.89,On Time,0.8654014264772467
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-07-06,32.73,3809.12,USD,3466.37,244.56,176.81,,38.09,22.98,0,3271.57,On Time,0.9100185869702189
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-08-29,46.1,4082.91,USD,3707.91,238.49,133.67,,40.83,17.38,0,231.39,On Time,0.9081537432860386
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-04-16,10.33,4797.44,USD,4411.75,465.87,121.73,,47.97,15.82,0,588.15,On Time,0.9196050393543224
Abaco Financial,CLIAB001379,"EMPRESA EJEMPLO 380, S.A. DE C.V.","PAGADOR EJEMPLO 380, S.A. DE C.V.",DSB7743-253,2024-12-28,95.86,31598.86,USD,29735.62,2096.18,1104.76,,315.99,143.62,0,16218.18,On Time,0.9410345816273118
Abaco Financial,CLIAB001379,"EMPRESA EJEMPLO 380, S.A. DE C.V.","PAGADOR EJEMPLO 380, S.A. DE C.V.",DSB7743-253,2025-05-25,10.37,28910.57,USD,25772.9,1564.56,1104.26,,289.11,143.55,0,18452.13,Late,0.8914697980703944
Abaco Financial,CLIAB001379,"EMPRESA EJEMPLO 380, S.A. DE C.V.","PAGADOR EJEMPLO 380, S.A. DE C.V.",DSB7743-253,2024-12-28,60.01,32520.92,USD,28101.87,1667.64,1427.71,,325.21,185.6,0,15693.28,On Time,0.8641166978055972
Abaco Financial,CLIAB001380,"EMPRESA EJEMPLO 381, S.A. DE C.V.","PAGADOR EJEMPLO 381, S.A. DE C.V.",DSB9864-825,2025-05-16,6.21,21025.84,USD,18324.48,1120.6,755.98,,210.26,98.28,0,21556.7,On Time,0.8715218987683726
Abaco Financial,CLIAB001380,"EMPRESA EJEMPLO 381, S.A. DE C.V.","PAGADOR EJEMPLO 381, S.A. DE C.V.",DSB9864-825,2025-09-11,80.79,21719.11,USD,19850.32,1158.93,599.33,,217.19,77.91,0,4700.01,On Time,0.9139564190245364
Abaco Financial,CLIAB001380,"EMPRESA EJEMPLO 381, S.A. DE C.V.","PAGADOR EJEMPLO 381, S.A. DE C.V.",DSB9864-825,2025-08-04,86.13,20954.47,USD,18503.03,1385.4,769.74,,209.54,100.07,0,6296.57,Late,0.8830111188686709
Abaco Financial,CLIAB001381,"EMPRESA EJEMPLO 382, S.A. DE C.V.","PAGADOR EJEMPLO 382, S.A. DE C.V.",DSB5367-366,2026-02-15,71.41,22624.93,USD,21101.46,2109.5,754.85,,226.25,98.13,0,16423.22,On Time,0.9326641010602021
Abaco Financial,CLIAB001381,"EMPRESA EJEMPLO 382, S.A. DE C.V.","PAGADOR EJEMPLO 382, S.A. DE C.V.",DSB5367-366,2026-02-09,79.57,27384.79,USD,25614.31,1914.41,796.12,,273.85,103.5,0,6356.58,On Time,0.9353480526964055
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,2025-07-14,62.31,21303.35,USD,18770.64,1406.77,847.1,,213.03,110.12,0,15102.93,On Time,0.8811121255577175
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,2025-04-09,64.95,23375.17,USD,21139.56,1715.72,556.77,,233.75,72.38,0,2230.73,On Time,0.9043596260476395
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,2025-03-12,0.88,26594.39,USD,22658.49,2087.64,798.78,,265.94,103.84,0,5813.6,Late,0.8520026216055342
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,2025-04-16,39.18,24740.85,USD,23496.95,1886.26,898.54,,247.41,116.81,0,9467.48,On Time,0.9497228268228457
Abaco Technologies,CLIAB001383,"EMPRESA EJEMPLO 384, S.A. DE C.V.","PAGADOR EJEMPLO 384, S.A. DE C.V.",DSB2694-039,2025-10-14,85.61,43668.34,USD,38303.88,3164.34,1728.59,,436.68,224.72,0,7346.88,On Time,0.8771544785077702
Abaco Technologies,CLIAB001383,"EMPRESA EJEMPLO 384, S.A. DE C.V.","PAGADOR EJEMPLO 384, S.A. DE C.V.",DSB2694-039,2025-10-27,47.72,46690.41,USD,43862.76,2357.54,1883.31,,466.9,244.83,0,4120.71,On Time,0.9394383129212187
Abaco Technologies,CLIAB001384,"EMPRESA EJEMPLO 385, S.A. DE C.V.","PAGADOR EJEMPLO 385, S.A. DE C.V.",DSB9290-504,2025-12-25,1.79,50110.28,USD,45568.72,4108.08,1747.18,,501.1,227.13,0,10905.69,On Time,0.9093686964032132
Abaco Technologies,CLIAB001384,"EMPRESA EJEMPLO 385, S.A. DE C.V.","PAGADOR EJEMPLO 385, S.A. DE C.V.",DSB9290-504,2026-02-15,94.88,52398.66,USD,44835.98,4097.06,1379.08,,523.99,179.28,0,10932.35,On Time,0.8556703549289237
Abaco Financial,CLIAB001385,"EMPRESA EJEMPLO 386, S.A. DE C.V.","PAGADOR EJEMPLO 386, S.A. DE C.V.",DSB4717-895,2025-01-28,93.05,5260.7,USD,4822.06,497.36,145.68,,52.61,18.94,0,1814.39,Late,0.9166194612884218
Abaco Financial,CLIAB001385,"EMPRESA EJEMPLO 386, S.A. DE C.V.","PAGADOR EJEMPLO 386, S.A. DE C.V.",DSB4717-895,2025-06-09,49.76,5467.96,USD,4763.78,522.53,262.43,,54.68,34.12,0,19.84,On Time,0.8712170535263608
Abaco Financial,CLIAB001385,"EMPRESA EJEMPLO 386, S.A. DE C.V.","PAGADOR EJEMPLO 386, S.A. DE C.V.",DSB4717-895,2025-05-13,71.43,5869.0,USD,5002.6,409.92,170.79,,58.69,22.2,0,169.73,On Time,0.8523768955529052
Abaco Technologies,CLIAB001386,"EMPRESA EJEMPLO 387, S.A. DE C.V.","PAGADOR EJEMPLO 387, S.A. DE C.V.",DSB8871-781,2025-05-17,71.73,33153.19,USD,30990.17,2807.44,1590.13,,331.53,206.72,0,25829.02,On Time,0.9347568062077887
Abaco Technologies,CLIAB001386,"EMPRESA EJEMPLO 387, S.A. DE C.V.","PAGADOR EJEMPLO 387, S.A. DE C.V.",DSB8871-781,2025-02-09,29.08,29903.32,USD,26868.3,1878.37,1072.22,,299.03,139.39,0,23224.0,On Time,0.8985055839953557
Abaco Technologies,CLIAB001386,"EMPRESA EJEMPLO 387, S.A. DE C.V.","PAGADOR EJEMPLO 387, S.A. DE C.V.",DSB8871-781,2025-05-13,31.86,30388.63,USD,28819.49,2115.72,938.06,,303.89,121.95,0,30224.86,On Time,0.9483642401779876
Abaco Technologies,CLIAB001387,"EMPRESA EJEMPLO 388, S.A. DE C.V.","PAGADOR EJEMPLO 388, S.A. DE C.V.",DSB9959-894,2025-05-30,71.48,10615.58,USD,9314.8,918.59,477.44,,106.16,62.07,0,1101.67,On Time,0.8774650089773709
Abaco Technologies,CLIAB001388,"EMPRESA EJEMPLO 389, S.A. DE C.V.","PAGADOR EJEMPLO 389, S.A. DE C.V.",DSB2278-108,2025-10-15,72.77,11145.18,USD,9934.23,814.59,308.63,,111.45,40.12,0,582.88,On Time,0.8913476498360726
Abaco Technologies,CLIAB001388,"EMPRESA EJEMPLO 389, S.A. DE C.V.","PAGADOR EJEMPLO 389, S.A. DE C.V.",DSB2278-108,2025-05-28,95.07,14800.41,USD,13227.31,1261.94,547.98,,148.0,71.24,0,4737.46,On Time,0.8937124039131348
Abaco Technologies,CLIAB001388,"EMPRESA EJEMPLO 389, S.A. DE C.V.","PAGADOR EJEMPLO 389, S.A. DE C.V.",DSB2278-108,2025-05-02,38.77,12669.72,USD,10950.52,1219.23,292.93,,126.7,38.08,0,1791.81,Late,0.8643063935114589
Abaco Technologies,CLIAB001389,"EMPRESA EJEMPLO 390, S.A. DE C.V.","PAGADOR EJEMPLO 390, S.A. DE C.V.",DSB3754-910,2025-04-12,7.15,32210.29,USD,28102.31,2916.81,1493.12,,322.1,194.11,0,308.27,On Time,0.8724637375199044
Abaco Technologies,CLIAB001389,"EMPRESA EJEMPLO 390, S.A. DE C.V.","PAGADOR EJEMPLO 390, S.A. DE C.V.",DSB3754-910,2025-01-17,26.37,32287.1,USD,27873.45,1650.46,693.99,,322.87,90.22,0,617.35,On Time,0.8632998937656217
Abaco Financial,CLIAB001390,"EMPRESA EJEMPLO 391, S.A. DE C.V.","PAGADOR EJEMPLO 391, S.A. DE C.V.",DSB1379-213,2025-02-16,89.79,20155.7,USD,17770.77,1763.37,485.5,,201.56,63.12,0,701.88,On Time,0.8816746627504874
Abaco Financial,CLIAB001390,"EMPRESA EJEMPLO 391, S.A. DE C.V.","PAGADOR EJEMPLO 391, S.A. DE C.V.",DSB1379-213,2025-01-29,32.91,22359.75,USD,20299.26,1526.92,1084.18,,223.6,140.94,0,274.5,Prepayment,0.9078482541173313
Abaco Financial,CLIAB001390,"EMPRESA EJEMPLO 391, S.A. DE C.V.","PAGADOR EJEMPLO 391, S.A. DE C.V.",DSB1379-213,2025-03-17,52.44,17188.25,USD,16073.17,1001.68,720.89,,171.88,93.72,0,2838.18,On Time,0.9351254490713132
Abaco Technologies,CLIAB001391,"EMPRESA EJEMPLO 392, S.A. DE C.V.","PAGADOR EJEMPLO 392, S.A. DE C.V.",DSB7656-142,2025-03-04,48.21,53212.67,USD,46004.04,4785.26,2431.66,,532.13,316.12,0,5651.64,On Time,0.8645316989356107
Abaco Technologies,CLIAB001392,"EMPRESA EJEMPLO 393, S.A. DE C.V.","PAGADOR EJEMPLO 393, S.A. DE C.V.",DSB9302-073,2025-04-27,1.85,38884.1,USD,35976.05,2098.05,1543.47,,388.84,200.65,0,11173.96,On Time,0.9252123618651327
Abaco Technologies,CLIAB001392,"EMPRESA EJEMPLO 393, S.A. DE C.V.","PAGADOR EJEMPLO 393, S.A. DE C.V.",DSB9302-073,2025-02-03,72.46,47842.48,USD,41917.15,4120.79,1418.08,,478.42,184.35,0,3826.4,On Time,0.8761491879183521
Abaco Technologies,CLIAB001393,"EMPRESA EJEMPLO 394, S.A. DE C.V.","PAGADOR EJEMPLO 394, S.A. DE C.V.",DSB2263-278,2025-11-24,93.45,32835.83,USD,29547.76,1715.77,839.97,,328.36,109.2,0,8364.25,On Time,0.8998633504924345
Abaco Technologies,CLIAB001394,"EMPRESA EJEMPLO 395, S.A. DE C.V.","PAGADOR EJEMPLO 395, S.A. DE C.V.",DSB7354-400,2025-02-05,99.96,53187.21,USD,45834.61,5181.26,1422.46,,531.87,184.92,0,7923.12,On Time,0.8617599983153845
Abaco Technologies,CLIAB001395,"EMPRESA EJEMPLO 396, S.A. DE C.V.","PAGADOR EJEMPLO 396, S.A. DE C.V.",DSB2317-552,2025-09-10,16.41,42835.57,USD,37566.8,3572.35,1892.93,,428.36,246.08,0,390.76,On Time,0.8770001192933817
Abaco Financial,CLIAB001396,"EMPRESA EJEMPLO 397, S.A. DE C.V.","PAGADOR EJEMPLO 397, S.A. DE C.V.",DSB6583-936,2025-08-31,89.75,34442.45,USD,31581.42,2811.53,928.84,,344.42,120.75,0,1428.82,On Time,0.9169330288640907
Abaco Financial,CLIAB001396,"EMPRESA EJEMPLO 397, S.A. DE C.V.","PAGADOR EJEMPLO 397, S.A. DE C.V.",DSB6583-936,2025-11-25,19.62,35500.24,USD,31513.05,3030.42,1425.33,,355.0,185.29,0,1111.96,On Time,0.8876855480413653
Abaco Technologies,CLIAB001397,"EMPRESA EJEMPLO 398, S.A. DE C.V.","PAGADOR EJEMPLO 398, S.A. DE C.V.",DSB6517-904,2025-08-24,94.72,32080.52,USD,29336.97,2262.97,1147.54,,320.81,149.18,0,4620.33,On Time,0.914479254076929
Abaco Technologies,CLIAB001398,"EMPRESA EJEMPLO 399, S.A. DE C.V.","PAGADOR EJEMPLO 399, S.A. DE C.V.",DSB2382-739,2025-10-01,32.12,5552.58,USD,4886.8,427.38,240.41,,55.53,31.25,0,1.68,On Time,0.880095379085038
Abaco Financial,CLIAB001399,"EMPRESA EJEMPLO 400, S.A. DE C.V.","PAGADOR EJEMPLO 400, S.A. DE C.V.",DSB8896-594,2025-04-09,40.8,26571.01,USD,24503.84,2213.99,638.81,,265.71,83.05,0,1651.45,Late,0.9222020540431094
Abaco Financial,CLIAB001399,"EMPRESA EJEMPLO 400, S.A. DE C.V.","PAGADOR EJEMPLO 400, S.A. DE C.V.",DSB8896-594,2025-02-14,10.64,25916.3,USD,23343.34,1740.3,661.58,,259.16,86.01,0,14993.49,On Time,0.9007203960441884
Abaco Financial,CLIAB001399,"EMPRESA EJEMPLO 400, S.A. DE C.V.","PAGADOR EJEMPLO 400, S.A. DE C.V.",DSB8896-594,2025-06-25,4.38,20105.79,USD,19023.42,1557.14,882.64,,201.06,114.74,0,8770.26,On Time,0.9461662536015744
Abaco Technologies,CLIAB001400,"EMPRESA EJEMPLO 401, S.A. DE C.V.","PAGADOR EJEMPLO 401, S.A. DE C.V.",DSB1479-678,2025-12-10,9.72,29771.51,USD,27684.75,2266.65,1086.69,,297.72,141.27,0,1849.4,On Time,0.9299074853777992
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-06-29,51.08,15844.53,USD,13922.76,875.12,679.81,,158.45,88.38,0,9330.09,On Time,0.8787108232304777
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-08-30,81.68,15915.95,USD,13713.21,1331.3,524.8,,159.16,68.22,0,3289.29,On Time,0.8616017265698873
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-08-29,99.93,17115.45,USD,15996.11,1259.87,715.57,,171.15,93.02,0,16594.44,On Time,0.9346006093909304
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-09-16,96.2,17722.42,USD,15502.9,1624.74,569.83,,177.22,74.08,0,1364.53,On Time,0.8747620245993494
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-10-05,75.59,16533.76,USD,14723.58,1000.77,624.81,,165.34,81.22,0,10805.92,On Time,0.890516131841759
Abaco Financial,CLIAB001402,"EMPRESA EJEMPLO 403, S.A. DE C.V.","PAGADOR EJEMPLO 403, S.A. DE C.V.",DSB3232-601,2025-06-25,30.27,40698.58,USD,38023.82,3014.83,1462.78,,406.99,190.16,0,9012.74,On Time,0.9342787881051378
Abaco Financial,CLIAB001402,"EMPRESA EJEMPLO 403, S.A. DE C.V.","PAGADOR EJEMPLO 403, S.A. DE C.V.",DSB3232-601,2025-03-04,79.22,44709.39,USD,41581.34,3728.7,1616.06,,447.09,210.09,0,9015.27,On Time,0.9300359499425064
Abaco Technologies,CLIAB001403,"EMPRESA EJEMPLO 404, S.A. DE C.V.","PAGADOR EJEMPLO 404, S.A. DE C.V.",DSB9618-507,2025-02-24,80.69,43132.07,USD,37324.85,2544.83,1423.71,,431.32,185.08,0,3832.61,On Time,0.8653618989304246
Abaco Technologies,CLIAB001404,"EMPRESA EJEMPLO 405, S.A. DE C.V.","PAGADOR EJEMPLO 405, S.A. DE C.V.",DSB1420-052,2025-06-01,67.85,7508.7,USD,6865.21,550.06,368.9,,75.09,47.96,0,11.37,On Time,0.9143007444697484
Abaco Technologies,CLIAB001404,"EMPRESA EJEMPLO 405, S.A. DE C.V.","PAGADOR EJEMPLO 405, S.A. DE C.V.",DSB1420-052,2025-07-05,23.01,8709.8,USD,7496.27,837.54,384.54,,87.1,49.99,0,288.86,On Time,0.860670738708122
Abaco Financial,CLIAB001405,"EMPRESA EJEMPLO 406, S.A. DE C.V.","PAGADOR EJEMPLO 406, S.A. DE C.V.",DSB5464-919,2026-01-09,48.07,50594.15,USD,43288.76,4025.85,2314.65,,505.94,300.9,0,83.95,On Time,0.8556080100169684
Abaco Financial,CLIAB001405,"EMPRESA EJEMPLO 406, S.A. DE C.V.","PAGADOR EJEMPLO 406, S.A. DE C.V.",DSB5464-919,2025-11-12,82.58,39595.49,USD,37481.06,3784.88,1919.4,,395.95,249.52,0,9963.63,Late,0.9465992212749482
Abaco Technologies,CLIAB001406,"EMPRESA EJEMPLO 407, S.A. DE C.V.","PAGADOR EJEMPLO 407, S.A. DE C.V.",DSB9818-371,2025-01-20,92.57,8443.18,USD,7334.72,435.93,408.44,,84.43,53.1,0,512.95,On Time,0.8687153418498718
Abaco Technologies,CLIAB001406,"EMPRESA EJEMPLO 407, S.A. DE C.V.","PAGADOR EJEMPLO 407, S.A. DE C.V.",DSB9818-371,2025-04-05,89.7,9385.06,USD,8597.65,654.51,397.22,,93.85,51.64,0,2920.73,On Time,0.916099630689628
Abaco Financial,CLIAB001407,"EMPRESA EJEMPLO 408, S.A. DE C.V.","PAGADOR EJEMPLO 408, S.A. DE C.V.",DSB3715-879,2025-05-06,15.88,9330.22,USD,8061.77,648.16,301.8,,93.3,39.23,0,90.29,On Time,0.8640492935857891
Abaco Financial,CLIAB001407,"EMPRESA EJEMPLO 408, S.A. DE C.V.","PAGADOR EJEMPLO 408, S.A. DE C.V.",DSB3715-879,2025-08-04,25.28,9920.27,USD,9309.01,653.23,408.01,,99.2,53.04,0,74.25,On Time,0.9383827254701737
Abaco Technologies,CLIAB001408,"EMPRESA EJEMPLO 409, S.A. DE C.V.","PAGADOR EJEMPLO 409, S.A. DE C.V.",DSB3305-630,2025-10-03,25.37,76033.77,USD,71518.11,4298.67,2823.96,,760.34,367.12,0,15128.43,On Time,0.9406098106144151
Abaco Technologies,CLIAB001409,"EMPRESA EJEMPLO 410, S.A. DE C.V.","PAGADOR EJEMPLO 410, S.A. DE C.V.",DSB7226-270,2025-12-16,51.78,56635.18,USD,52872.87,4969.97,2412.0,,566.35,313.56,0,23132.94,On Time,0.9335693821402175
Abaco Technologies,CLIAB001410,"EMPRESA EJEMPLO 411, S.A. DE C.V.","PAGADOR EJEMPLO 411, S.A. DE C.V.",DSB3253-275,2025-08-07,99.36,7955.35,USD,6873.88,743.7,320.42,,79.55,41.65,0,881.45,On Time,0.8640575210393006
Abaco Technologies,CLIAB001410,"EMPRESA EJEMPLO 411, S.A. DE C.V.","PAGADOR EJEMPLO 411, S.A. DE C.V.",DSB3253-275,2025-10-01,52.18,8994.39,USD,8000.73,659.42,412.12,,89.94,53.58,0,1851.72,Late,0.8895244702531244
Abaco Technologies,CLIAB001410,"EMPRESA EJEMPLO 411, S.A. DE C.V.","PAGADOR EJEMPLO 411, S.A. DE C.V.",DSB3253-275,2025-07-12,7.17,6349.37,USD,5965.49,333.51,253.82,,63.49,33.0,0,6759.02,On Time,0.9395404583446861
Abaco Financial,CLIAB001411,"EMPRESA EJEMPLO 412, S.A. DE C.V.","PAGADOR EJEMPLO 412, S.A. DE C.V.",DSB7372-340,2025-03-24,41.8,27420.1,USD,24648.72,1632.8,561.29,,274.2,72.97,0,1361.84,On Time,0.8989288879325751
Abaco Financial,CLIAB001411,"EMPRESA EJEMPLO 412, S.A. DE C.V.","PAGADOR EJEMPLO 412, S.A. DE C.V.",DSB7372-340,2025-02-28,96.84,22968.06,USD,20970.89,1756.95,506.9,,229.68,65.9,0,14109.48,On Time,0.9130457687762918
