Company,Customer ID,Cliente,Pagador,Loan ID,Payment Date,TPV,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value,interest_burden
Abaco Financial,CLIAB001317,"EMPRESA EJEMPLO 318, S.A. DE C.V.","PAGADOR EJEMPLO 318, S.A. DE C.V.",DSB8171-093,2025-07-29,90853.49,99938.84,USD,90853.49,9085.35,2998.17,,999.39,,0,0.09090910000556329
Abaco Technologies,CLIAB001318,"EMPRESA EJEMPLO 319, S.A. DE C.V.","PAGADOR EJEMPLO 319, S.A. DE C.V.",DSB9940-498,2025-01-16,1154.95,1270.45,USD,1154.95,115.5,38.11,,12.7,,0,0.09091266873942305
Abaco Financial,CLIAB001319,"EMPRESA EJEMPLO 320, S.A. DE C.V.","PAGADOR EJEMPLO 320, S.A. DE C.V.",DSB5545-439,2025-07-03,39000.05,42900.06,USD,39000.05,3900.01,1287.0,,429.0,,0,0.090909196863594
Abaco Financial,CLIAB001320,"EMPRESA EJEMPLO 321, S.A. DE C.V.","PAGADOR EJEMPLO 321, S.A. DE C.V.",DSB7674-686,2024-11-23,32787.03,36065.73,USD,32787.03,3278.7,1081.97,,360.66,,0,0.09090901528958384
Abaco Technologies,CLIAB001321,"EMPRESA EJEMPLO 322, S.A. DE C.V.","PAGADOR EJEMPLO 322, S.A. DE C.V.",DSB1204-002,2025-11-29,50713.21,55784.53,USD,50713.21,5071.32,1673.54,,557.85,,0,0.0909090746126211
Abaco Financial,CLIAB001322,"EMPRESA EJEMPLO 323, S.A. DE C.V.","PAGADOR EJEMPLO 323, S.A. DE C.V.",DSB9530-923,2025-02-24,53469.16,58816.08,USD,53469.16,5346.92,1764.48,,588.16,,0,0.09090915273510236
Abaco Technologies,CLIAB001323,"EMPRESA EJEMPLO 324, S.A. DE C.V.","PAGADOR EJEMPLO 324, S.A. DE C.V.",DSB9415-810,2025-07-04,9354.85,10290.34,USD,9354.85,935.49,308.71,,102.9,,0,0.0909095326296313
Abaco Technologies,CLIAB001324,"EMPRESA EJEMPLO 325, S.A. DE C.V.","PAGADOR EJEMPLO 325, S.A. DE C.V.",DSB9724-390,2025-08-25,7671.07,8438.18,USD,7671.07,767.11,253.15,,84.38,,0,0.09090941411536613
Abaco Financial,CLIAB001325,"EMPRESA EJEMPLO 326, S.A. DE C.V.","PAGADOR EJEMPLO 326, S.A. DE C.V.",DSB9158-593,2025-06-07,59438.27,65382.1,USD,59438.27,5943.83,1961.46,,653.82,,0,0.09090913262192557
Abaco Technologies,CLIAB001326,"EMPRESA EJEMPLO 327, S.A. DE C.V.","PAGADOR EJEMPLO 327, S.A. DE C.V.",DSB1564-118,2025-07-27,89075.55,97983.11,USD,89075.55,8907.56,2939.49,,979.83,,0,0.0909091372992753
Abaco Technologies,CLIAB001327,"EMPRESA EJEMPLO 328, S.A. DE C.V.","PAGADOR EJEMPLO 328, S.A. DE C.V.",DSB9408-953,2025-04-04,17397.21,19136.93,USD,17397.21,1739.72,574.11,,191.37,,0,0.09090904340455863
Abaco Technologies,CLIAB001328,"EMPRESA EJEMPLO 329, S.A. DE C.V.","PAGADOR EJEMPLO 329, S.A. DE C.V.",DSB2707-529,2025-04-14,38512.12,42363.33,USD,38512.12,3851.21,1270.9,,423.63,,0,0.09090904799032562
Abaco Financial,CLIAB001329,"EMPRESA EJEMPLO 330, S.A. DE C.V.","PAGADOR EJEMPLO 330, S.A. DE C.V.",DSB2714-874,2026-01-18,37094.78,40804.26,USD,37094.78,3709.48,1224.13,,408.04,,0,0.0909091354677184
Abaco Technologies,CLIAB001330,"EMPRESA EJEMPLO 331, S.A. DE C.V.","PAGADOR EJEMPLO 331, S.A. DE C.V.",DSB4271-847,2025-09-07,97767.76,107544.54,USD,97767.76,9776.78,3226.34,,1075.45,,0,0.09090912472171997
Abaco Technologies,CLIAB001331,"EMPRESA EJEMPLO 332, S.A. DE C.V.","PAGADOR EJEMPLO 332, S.A. DE C.V.",DSB3301-813,2025-07-22,40147.99,44162.79,USD,40147.99,4014.8,1324.88,,441.63,,0,0.0909091114940882
Abaco Financial,CLIAB001332,"EMPRESA EJEMPLO 333, S.A. DE C.V.","PAGADOR EJEMPLO 333, S.A. DE C.V.",DSB4055-180,2025-06-28,32082.71,35290.98,USD,32082.71,3208.27,1058.73,,352.91,,0,0.09090906514922525
Abaco Financial,CLIAB001333,"EMPRESA EJEMPLO 334, S.A. DE C.V.","PAGADOR EJEMPLO 334, S.A. DE C.V.",DSB5728-241,2025-09-27,39558.71,43514.58,USD,39558.71,3955.87,1305.44,,435.15,,0,0.09090907001745163
Abaco Technologies,CLIAB001334,"EMPRESA EJEMPLO 335, S.A. DE C.V.","PAGADOR EJEMPLO 335, S.A. DE C.V.",DSB4981-786,2025-01-04,76428.28,84071.11,USD,76428.28,7642.83,2522.13,,840.71,,0,0.09090911253580458
Abaco Financial,CLIAB001335,"EMPRESA EJEMPLO 336, S.A. DE C.V.","PAGADOR EJEMPLO 336, S.A. DE C.V.",DSB7603-379,2025-07-19,34902.35,38392.58,USD,34902.35,3490.24,1151.78,,383.93,,0,0.09090897251500163
Abaco Technologies,CLIAB001336,"EMPRESA EJEMPLO 337, S.A. DE C.V.","PAGADOR EJEMPLO 337, S.A. DE C.V.",DSB3851-066,2025-08-05,44960.33,49456.36,USD,44960.33,4496.03,1483.69,,494.56,,0,0.0909090357640554
Abaco Technologies,CLIAB001337,"EMPRESA EJEMPLO 338, S.A. DE C.V.","PAGADOR EJEMPLO 338, S.A. DE C.V.",DSB1710-228,2025-06-26,57368.36,63105.2,USD,57368.36,5736.84,1893.16,,631.05,,0,0.09090914853292587
Abaco Financial,CLIAB001338,"EMPRESA EJEMPLO 339, S.A. DE C.V.","PAGADOR EJEMPLO 339, S.A. DE C.V.",DSB9919-399,2025-07-27,14104.87,15515.36,USD,14104.87,1410.49,465.46,,155.15,,0,0.09090926668797883
Abaco Financial,CLIAB001339,"EMPRESA EJEMPLO 340, S.A. DE C.V.","PAGADOR EJEMPLO 340, S.A. DE C.V.",DSB6038-192,2025-04-20,55382.93,60921.22,USD,55382.93,5538.29,1827.64,,609.21,,0,0.09090904614188622
Abaco Financial,CLIAB001340,"EMPRESA EJEMPLO 341, S.A. DE C.V.","PAGADOR EJEMPLO 341, S.A. DE C.V.",DSB6650-792,2025-03-04,98117.75,107929.53,USD,98117.75,9811.78,3237.89,,1079.3,,0,0.09090913302411308
Abaco Financial,CLIAB001341,"EMPRESA EJEMPLO 342, S.A. DE C.V.","PAGADOR EJEMPLO 342, S.A. DE C.V.",DSB3361-973,2025-05-23,44681.15,49149.27,USD,44681.15,4468.12,1474.48,,491.49,,0,0.09090918339173693
Abaco Technologies,CLIAB001342,"EMPRESA EJEMPLO 343, S.A. DE C.V.","PAGADOR EJEMPLO 343, S.A. DE C.V.",DSB4604-858,2025-07-14,44902.13,49392.34,USD,44902.13,4490.21,1481.77,,493.92,,0,0.09090903569257902
Abaco Technologies,CLIAB001343,"EMPRESA EJEMPLO 344, S.A. DE C.V.","PAGADOR EJEMPLO 344, S.A. DE C.V.",DSB5719-962,2025-08-05,1313.62,1444.98,USD,1313.62,131.36,43.35,,14.45,,0,0.09090783263436186
Abaco Technologies,CLIAB001344,"EMPRESA EJEMPLO 345, S.A. DE C.V.","PAGADOR EJEMPLO 345, S.A. DE C.V.",DSB1993-469,2025-11-25,97181.77,106899.95,USD,97181.77,9718.18,3207.0,,1069.0,,0,0.09090911642147625
Abaco Financial,CLIAB001345,"EMPRESA EJEMPLO 346, S.A. DE C.V.","PAGADOR EJEMPLO 346, S.A. DE C.V.",DSB4927-899,2025-05-21,63621.87,69984.06,USD,63621.87,6362.19,2099.52,,699.84,,0,0.09090912987900379
Abaco Technologies,CLIAB001346,"EMPRESA EJEMPLO 347, S.A. DE C.V.","PAGADOR EJEMPLO 347, S.A. DE C.V.",DSB3043-089,2025-03-13,99784.26,109762.69,USD,99784.26,9978.43,3292.88,,1097.63,,0,0.09090912403841422
Abaco Technologies,CLIAB001347,"EMPRESA EJEMPLO 348, S.A. DE C.V.","PAGADOR EJEMPLO 348, S.A. DE C.V.",DSB7559-326,2025-01-12,15142.18,16656.4,USD,15142.18,1514.22,499.69,,166.56,,0,0.09090920006724146
Abaco Financial,CLIAB001348,"EMPRESA EJEMPLO 349, S.A. DE C.V.","PAGADOR EJEMPLO 349, S.A. DE C.V.",DSB1645-298,2025-11-23,9771.87,10749.06,USD,9771.87,977.19,322.47,,107.49,,0,0.09090934463106526
Abaco Technologies,CLIAB001349,"EMPRESA EJEMPLO 350, S.A. DE C.V.","PAGADOR EJEMPLO 350, S.A. DE C.V.",DSB7678-468,2025-11-16,11988.81,13187.69,USD,11988.81,1198.88,395.63,,131.88,,0,0.09090902197428063
Abaco Financial,CLIAB001350,"EMPRESA EJEMPLO 351, S.A. DE C.V.","PAGADOR EJEMPLO 351, S.A. DE C.V.",DSB4640-088,2025-11-13,8609.35,9470.29,USD,8609.35,860.94,284.11,,94.7,,0,0.09090957087903329
Abaco Technologies,CLIAB001351,"EMPRESA EJEMPLO 352, S.A. DE C.V.","PAGADOR EJEMPLO 352, S.A. DE C.V.",DSB9205-358,2025-06-04,21900.13,24090.14,USD,21900.13,2190.01,722.7,,240.9,,0,0.0909089776979295
Abaco Technologies,CLIAB001352,"EMPRESA EJEMPLO 353, S.A. DE C.V.","PAGADOR EJEMPLO 353, S.A. DE C.V.",DSB5698-085,2025-07-07,55349.06,60883.97,USD,55349.06,5534.91,1826.52,,608.84,,0,0.09090915063521654
Abaco Financial,CLIAB001353,"EMPRESA EJEMPLO 354, S.A. DE C.V.","PAGADOR EJEMPLO 354, S.A. DE C.V.",DSB5778-673,2025-07-02,72259.35,79485.29,USD,72259.35,7225.94,2384.56,,794.85,,0,0.0909091480952009
Abaco Technologies,CLIAB001354,"EMPRESA EJEMPLO 355, S.A. DE C.V.","PAGADOR EJEMPLO 355, S.A. DE C.V.",DSB7338-403,2025-04-02,24230.69,26653.76,USD,24230.69,2423.07,799.61,,266.54,,0,0.09090912501650794
Abaco Financial,CLIAB001355,"EMPRESA EJEMPLO 356, S.A. DE C.V.","PAGADOR EJEMPLO 356, S.A. DE C.V.",DSB6983-166,2025-09-10,50172.85,55190.14,USD,50172.85,5017.29,1655.7,,551.9,,0,0.09090917326899339
Abaco Financial,CLIAB001356,"EMPRESA EJEMPLO 357, S.A. DE C.V.","PAGADOR EJEMPLO 357, S.A. DE C.V.",DSB8068-065,2025-02-01,19714.91,21686.4,USD,19714.91,1971.49,650.59,,216.86,,0,0.09090904898922836
Abaco Technologies,CLIAB001357,"EMPRESA EJEMPLO 358, S.A. DE C.V.","PAGADOR EJEMPLO 358, S.A. DE C.V.",DSB5118-407,2025-10-22,25435.56,27979.12,USD,25435.56,2543.56,839.37,,279.79,,0,0.09090922087613895
Abaco Technologies,CLIAB001358,"EMPRESA EJEMPLO 359, S.A. DE C.V.","PAGADOR EJEMPLO 359, S.A. DE C.V.",DSB8118-001,2025-05-25,32021.44,35223.58,USD,32021.44,3202.14,1056.71,,352.24,,0,0.0909089876724627
Abaco Financial,CLIAB001359,"EMPRESA EJEMPLO 360, S.A. DE C.V.","PAGADOR EJEMPLO 360, S.A. DE C.V.",DSB9765-746,2025-11-19,9839.66,10823.63,USD,9839.66,983.97,324.71,,108.24,,0,0.090909426874348
Abaco Technologies,CLIAB001360,"EMPRESA EJEMPLO 361, S.A. DE C.V.","PAGADOR EJEMPLO 361, S.A. DE C.V.",DSB2534-404,2025-12-28,17528.36,19281.2,USD,17528.36,1752.84,578.44,,192.81,,0,0.09090927950542493
Abaco Technologies,CLIAB001361,"EMPRESA EJEMPLO 362, S.A. DE C.V.","PAGADOR EJEMPLO 362, S.A. DE C.V.",DSB8312-926,2025-03-29,27627.84,30390.62,USD,27627.84,2762.78,911.72,,303.91,,0,0.09090897125494635
Abaco Financial,CLIAB001362,"EMPRESA EJEMPLO 363, S.A. DE C.V.","PAGADOR EJEMPLO 363, S.A. DE C.V.",DSB3501-072,2025-05-09,86716.2,95387.82,USD,86716.2,8671.62,2861.63,,953.88,,0,0.09090909090909105
Abaco Technologies,CLIAB001363,"EMPRESA EJEMPLO 364, S.A. DE C.V.","PAGADOR EJEMPLO 364, S.A. DE C.V.",DSB3033-875,2025-06-19,42233.94,46457.33,USD,42233.94,4223.39,1393.72,,464.57,,0,0.09090901263589624
Abaco Technologies,CLIAB001364,"EMPRESA EJEMPLO 365, S.A. DE C.V.","PAGADOR EJEMPLO 365, S.A. DE C.V.",DSB4374-222,2025-03-31,22358.33,24594.16,USD,22358.33,2235.83,737.82,,245.94,,0,0.0909089800180205
Abaco Technologies,CLIAB001365,"EMPRESA EJEMPLO 366, S.A. DE C.V.","PAGADOR EJEMPLO 366, S.A. DE C.V.",DSB5061-351,2025-09-17,32247.11,35471.82,USD,32247.11,3224.71,1064.15,,354.72,,0,0.0909090652805522
Abaco Financial,CLIAB001366,"EMPRESA EJEMPLO 367, S.A. DE C.V.","PAGADOR EJEMPLO 367, S.A. DE C.V.",DSB6682-737,2026-03-21,6751.1,7426.21,USD,6751.1,675.11,222.79,,74.26,,0,0.09090909090909083
Abaco Financial,CLIAB001367,"EMPRESA EJEMPLO 368, S.A. DE C.V.","PAGADOR EJEMPLO 368, S.A. DE C.V.",DSB1024-825,2025-04-07,83988.27,92387.1,USD,83988.27,8398.83,2771.61,,923.87,,0,0.09090912042915089
Abaco Technologies,CLIAB001368,"EMPRESA EJEMPLO 369, S.A. DE C.V.","PAGADOR EJEMPLO 369, S.A. DE C.V.",DSB6894-501,2025-07-27,27400.84,30140.92,USD,27400.84,2740.08,904.23,,301.41,,0,0.09090897026368139
Abaco Financial,CLIAB001369,"EMPRESA EJEMPLO 370, S.A. DE C.V.","PAGADOR EJEMPLO 370, S.A. DE C.V.",DSB5758-932,2025-03-21,27458.01,30203.81,USD,27458.01,2745.8,906.11,,302.04,,0,0.09090906081054018
Abaco Technologies,CLIAB001370,"EMPRESA EJEMPLO 371, S.A. DE C.V.","PAGADOR EJEMPLO 371, S.A. DE C.V.",DSB1571-130,2025-09-16,37405.63,41146.19,USD,37405.63,3740.56,1234.39,,411.46,,0,0.09090902462658157
Abaco Financial,CLIAB001371,"EMPRESA EJEMPLO 372, S.A. DE C.V.","PAGADOR EJEMPLO 372, S.A. DE C.V.",DSB6823-366,2025-12-25,64544.14,70998.55,USD,64544.14,6454.41,2129.96,,709.99,,0,0.09090903969165576
Abaco Technologies,CLIAB001372,"EMPRESA EJEMPLO 373, S.A. DE C.V.","PAGADOR EJEMPLO 373, S.A. DE C.V.",DSB9546-919,2025-05-03,55149.36,60664.3,USD,55149.36,5514.94,1819.93,,606.64,,0,0.09090915085148932
Abaco Financial,CLIAB001373,"EMPRESA EJEMPLO 374, S.A. DE C.V.","PAGADOR EJEMPLO 374, S.A. DE C.V.",DSB6934-102,2025-11-20,23595.3,25954.83,USD,23595.3,2359.53,778.64,,259.55,,0,0.09090909090909105
Abaco Financial,CLIAB001374,"EMPRESA EJEMPLO 375, S.A. DE C.V.","PAGADOR EJEMPLO 375, S.A. DE C.V.",DSB5654-388,2025-06-25,94329.71,103762.68,USD,94329.71,9432.97,3112.88,,1037.63,,0,0.09090908214783955
Abaco Financial,CLIAB001375,"EMPRESA EJEMPLO 376, S.A. DE C.V.","PAGADOR EJEMPLO 376, S.A. DE C.V.",DSB3133-060,2024-11-16,23312.75,25644.03,USD,23312.75,2331.28,769.32,,256.44,,0,0.0909092681610495
Abaco Technologies,CLIAB001376,"EMPRESA EJEMPLO 377, S.A. DE C.V.","PAGADOR EJEMPLO 377, S.A. DE C.V.",DSB9901-914,2025-06-20,81301.25,89431.38,USD,81301.25,8130.12,2682.94,,894.31,,0,0.09090914173526121
Abaco Technologies,CLIAB001377,"EMPRESA EJEMPLO 378, S.A. DE C.V.","PAGADOR EJEMPLO 378, S.A. DE C.V.",DSB4939-537,2025-05-20,29759.95,32735.95,USD,29759.95,2976.0,982.08,,327.36,,0,0.09090922976116467
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,2025-07-14,23794.84,26174.32,USD,23794.84,2379.48,785.23,,261.74,,0,0.09090895198041438
Abaco Financial,CLIAB001379,"EMPRESA EJEMPLO 380, S.A. DE C.V.","PAGADOR EJEMPLO 380, S.A. DE C.V.",DSB7743-253,2025-01-26,96268.71,105895.58,USD,96268.71,9626.87,3176.87,,1058.96,,0,0.09090908232430472
Abaco Financial,CLIAB001380,"EMPRESA EJEMPLO 381, S.A. DE C.V.","PAGADOR EJEMPLO 381, S.A. DE C.V.",DSB9864-825,2025-06-19,56526.57,62179.23,USD,56526.57,5652.66,1865.38,,621.79,,0,0.09090913477056572
Abaco Financial,CLIAB001381,"EMPRESA EJEMPLO 382, S.A. DE C.V.","PAGADOR EJEMPLO 382, S.A. DE C.V.",DSB5367-366,2026-02-05,53196.03,58515.63,USD,53196.03,5319.6,1755.47,,585.16,,0,0.09090904430149682
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,2025-04-24,98133.23,107946.55,USD,98133.23,9813.32,3238.4,,1079.47,,0,0.09090906564406187
Abaco Technologies,CLIAB001383,"EMPRESA EJEMPLO 384, S.A. DE C.V.","PAGADOR EJEMPLO 384, S.A. DE C.V.",DSB2694-039,2026-02-20,98136.61,107950.27,USD,98136.61,9813.66,3238.51,,1079.5,,0,0.0909090824877048
Abaco Technologies,CLIAB001384,"EMPRESA EJEMPLO 385, S.A. DE C.V.","PAGADOR EJEMPLO 385, S.A. DE C.V.",DSB9290-504,2026-01-05,97753.48,107528.83,USD,97753.48,9775.35,3225.86,,1075.29,,0,0.09090910781787553
Abaco Financial,CLIAB001385,"EMPRESA EJEMPLO 386, S.A. DE C.V.","PAGADOR EJEMPLO 386, S.A. DE C.V.",DSB4717-895,2025-05-05,17107.27,18818.0,USD,17107.27,1710.73,564.54,,188.18,,0,0.09090923583802735
Abaco Technologies,CLIAB001386,"EMPRESA EJEMPLO 387, S.A. DE C.V.","PAGADOR EJEMPLO 387, S.A. DE C.V.",DSB8871-781,2025-03-31,92693.21,101962.53,USD,92693.21,9269.32,3058.88,,1019.63,,0,0.09090908199315961
Abaco Technologies,CLIAB001387,"EMPRESA EJEMPLO 388, S.A. DE C.V.","PAGADOR EJEMPLO 388, S.A. DE C.V.",DSB9959-894,2025-05-10,10444.53,11488.98,USD,10444.53,1044.45,344.67,,114.89,,0,0.09090885352746714
Abaco Technologies,CLIAB001388,"EMPRESA EJEMPLO 389, S.A. DE C.V.","PAGADOR EJEMPLO 389, S.A. DE C.V.",DSB2278-108,2025-05-21,40385.83,44424.41,USD,40385.83,4038.58,1332.73,,444.24,,0,0.0909090295177809
Abaco Technologies,CLIAB001389,"EMPRESA EJEMPLO 390, S.A. DE C.V.","PAGADOR EJEMPLO 390, S.A. DE C.V.",DSB3754-910,2025-02-01,75672.23,83239.45,USD,75672.23,7567.22,2497.18,,832.39,,0,0.09090905814490602
Abaco Financial,CLIAB001390,"EMPRESA EJEMPLO 391, S.A. DE C.V.","PAGADOR EJEMPLO 391, S.A. DE C.V.",DSB1379-213,2024-12-07,56843.33,62527.66,USD,56843.33,5684.33,1875.83,,625.28,,0,0.09090904729203042
Abaco Technologies,CLIAB001391,"EMPRESA EJEMPLO 392, S.A. DE C.V.","PAGADOR EJEMPLO 392, S.A. DE C.V.",DSB7656-142,2024-11-13,51089.83,56198.81,USD,51089.83,5108.98,1685.96,,561.99,,0,0.0909090423800788
Abaco Technologies,CLIAB001392,"EMPRESA EJEMPLO 393, S.A. DE C.V.","PAGADOR EJEMPLO 393, S.A. DE C.V.",DSB9302-073,2025-05-05,95095.46,104605.01,USD,95095.46,9509.55,3138.15,,1046.05,,0,0.09090912567189646
Abaco Technologies,CLIAB001393,"EMPRESA EJEMPLO 394, S.A. DE C.V.","PAGADOR EJEMPLO 394, S.A. DE C.V.",DSB2263-278,2026-02-16,35951.99,39547.19,USD,35951.99,3595.2,1186.42,,395.47,,0,0.09090911389658796
Abaco Technologies,CLIAB001394,"EMPRESA EJEMPLO 395, S.A. DE C.V.","PAGADOR EJEMPLO 395, S.A. DE C.V.",DSB7354-400,2025-05-01,50256.45,55282.1,USD,50256.45,5025.65,1658.46,,552.82,,0,0.09090917313199032
Abaco Technologies,CLIAB001395,"EMPRESA EJEMPLO 396, S.A. DE C.V.","PAGADOR EJEMPLO 396, S.A. DE C.V.",DSB2317-552,2025-08-04,37071.07,40778.18,USD,37071.07,3707.11,1223.35,,407.78,,0,0.09090915778977882
Abaco Financial,CLIAB001396,"EMPRESA EJEMPLO 397, S.A. DE C.V.","PAGADOR EJEMPLO 397, S.A. DE C.V.",DSB6583-936,2025-08-30,72948.17,80242.99,USD,72948.17,7294.82,2407.29,,802.43,,0,0.09090912489676672
Abaco Technologies,CLIAB001397,"EMPRESA EJEMPLO 398, S.A. DE C.V.","PAGADOR EJEMPLO 398, S.A. DE C.V.",DSB6517-904,2025-07-08,29712.89,32684.18,USD,29712.89,2971.29,980.53,,326.84,,0,0.0909091187234925
Abaco Technologies,CLIAB001398,"EMPRESA EJEMPLO 399, S.A. DE C.V.","PAGADOR EJEMPLO 399, S.A. DE C.V.",DSB2382-739,2025-12-01,6408.81,7049.69,USD,6408.81,640.88,211.49,,70.5,,0,0.09090896195435538
Abaco Financial,CLIAB001399,"EMPRESA EJEMPLO 400, S.A. DE C.V.","PAGADOR EJEMPLO 400, S.A. DE C.V.",DSB8896-594,2025-05-23,73205.13,80525.64,USD,73205.13,7320.51,2415.77,,805.26,,0,0.09090905704071395
Abaco Technologies,CLIAB001400,"EMPRESA EJEMPLO 401, S.A. DE C.V.","PAGADOR EJEMPLO 401, S.A. DE C.V.",DSB1479-678,2025-12-06,30990.16,34089.18,USD,30990.16,3099.02,1022.68,,340.89,,0,0.090909197581168
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,2025-12-25,80862.66,88948.93,USD,80862.66,8086.27,2668.47,,889.49,,0,0.09090913179056781
Abaco Financial,CLIAB001402,"EMPRESA EJEMPLO 403, S.A. DE C.V.","PAGADOR EJEMPLO 403, S.A. DE C.V.",DSB3232-601,2025-01-30,75629.14,83192.05,USD,75629.14,7562.91,2495.76,,831.92,,0,0.09090904719862059
Abaco Technologies,CLIAB001403,"EMPRESA EJEMPLO 404, S.A. DE C.V.","PAGADOR EJEMPLO 404, S.A. DE C.V.",DSB9618-507,2025-04-11,36809.32,40490.25,USD,36809.32,3680.93,1214.71,,404.9,,0,0.09090904600490246
Abaco Technologies,CLIAB001404,"EMPRESA EJEMPLO 405, S.A. DE C.V.","PAGADOR EJEMPLO 405, S.A. DE C.V.",DSB1420-052,2025-07-21,18036.83,19840.51,USD,18036.83,1803.68,595.22,,198.41,,0,0.09090895344928118
Abaco Financial,CLIAB001405,"EMPRESA EJEMPLO 406, S.A. DE C.V.","PAGADOR EJEMPLO 406, S.A. DE C.V.",DSB5464-919,2026-02-15,85196.69,93716.36,USD,85196.69,8519.67,2811.49,,937.16,,0,0.09090910060954138
Abaco Technologies,CLIAB001406,"EMPRESA EJEMPLO 407, S.A. DE C.V.","PAGADOR EJEMPLO 407, S.A. DE C.V.",DSB9818-371,2025-06-02,16575.3,18232.83,USD,16575.3,1657.53,546.98,,182.33,,0,0.09090909090909105
Abaco Financial,CLIAB001407,"EMPRESA EJEMPLO 408, S.A. DE C.V.","PAGADOR EJEMPLO 408, S.A. DE C.V.",DSB3715-879,2025-04-24,17140.5,18854.55,USD,17140.5,1714.05,565.64,,188.55,,0,0.09090909090909083
Abaco Technologies,CLIAB001408,"EMPRESA EJEMPLO 409, S.A. DE C.V.","PAGADOR EJEMPLO 409, S.A. DE C.V.",DSB3305-630,2025-08-03,70666.28,77732.91,USD,70666.28,7066.63,2331.99,,777.33,,0,0.09090911429920745
Abaco Technologies,CLIAB001409,"EMPRESA EJEMPLO 410, S.A. DE C.V.","PAGADOR EJEMPLO 410, S.A. DE C.V.",DSB7226-270,2026-01-19,54532.72,59985.99,USD,54532.72,5453.27,1799.58,,599.86,,0,0.09090906059898318
Abaco Technologies,CLIAB001410,"EMPRESA EJEMPLO 411, S.A. DE C.V.","PAGADOR EJEMPLO 411, S.A. DE C.V.",DSB3253-275,2025-10-20,23446.01,25790.61,USD,23446.01,2344.6,773.72,,257.91,,0,0.09090905566018026
Abaco Financial,CLIAB001411,"EMPRESA EJEMPLO 412, S.A. DE C.V.","PAGADOR EJEMPLO 412, S.A. DE C.V.",DSB7372-340,2025-01-17,50650.03,55715.03,USD,50650.03,5065.0,1671.45,,557.15,,0,0.09090904195869587
Abaco Technologies,CLIAB001412,"EMPRESA EJEMPLO 413, S.A. DE C.V.","PAGADOR EJEMPLO 413, S.A. DE C.V.",DSB5189-150,2025-12-07,25503.5,28053.85,USD,25503.5,2550.35,841.62,,280.54,,0,0.09090909090909083
Abaco Financial,CLIAB001413,"EMPRESA EJEMPLO 414, S.A. DE C.V.","PAGADOR EJEMPLO 414, S.A. DE C.V.",DSB7482-132,2025-10-17,34070.95,37478.04,USD,34070.95,3407.1,1124.34,,374.78,,0,0.09090896962594641
Abaco Financial,CLIAB001414,"EMPRESA EJEMPLO 415, S.A. DE C.V.","PAGADOR EJEMPLO 415, S.A. DE C.V.",DSB9245-276,2025-06-20,68076.55,74884.21,USD,68076.55,6807.66,2246.53,,748.84,,0,0.09090915160886393
Abaco Financial,CLIAB001415,"EMPRESA EJEMPLO 416, S.A. DE C.V.","PAGADOR EJEMPLO 416, S.A. DE C.V.",DSB3799-528,2025-12-16,12502.9,13753.19,USD,12502.9,1250.29,412.6,,137.53,,0,0.09090909090909094
Abaco Technologies,CLIAB001416,"EMPRESA EJEMPLO 417, S.A. DE C.V.","PAGADOR EJEMPLO 417, S.A. DE C.V.",DSB2700-596,2025-01-17,98056.51,107862.16,USD,98056.51,9805.65,3235.86,,1078.62,,0,0.09090908248082563
Abaco Technologies,CLIAB001417,"EMPRESA EJEMPLO 418, S.A. DE C.V.","PAGADOR EJEMPLO 418, S.A. DE C.V.",DSB4758-369,2025-08-31,74050.61,81455.67,USD,74050.61,7405.06,2443.67,,814.56,,0,0.09090907974853069
Abaco Financial,CLIAB001418,"EMPRESA EJEMPLO 419, S.A. DE C.V.","PAGADOR EJEMPLO 419, S.A. DE C.V.",DSB8463-827,2025-03-25,48820.93,53703.02,USD,48820.93,4882.09,1611.09,,537.03,,0,0.09090904012474521
Abaco Financial,CLIAB001419,"EMPRESA EJEMPLO 420, S.A. DE C.V.","PAGADOR EJEMPLO 420, S.A. DE C.V.",DSB5410-398,2025-02-25,95190.9,104709.99,USD,95190.9,9519.09,3141.3,,1047.1,,0,0.09090909090909105
Abaco Technologies,CLIAB001420,"EMPRESA EJEMPLO 421, S.A. DE C.V.","PAGADOR EJEMPLO 421, S.A. DE C.V.",DSB9299-162,2025-07-31,2495.96,2745.56,USD,2495.96,249.6,82.37,,27.46,,0,0.0909104153615291
Abaco Technologies,CLIAB001421,"EMPRESA EJEMPLO 422, S.A. DE C.V.","PAGADOR EJEMPLO 422, S.A. DE C.V.",DSB2044-096,2025-09-08,27838.53,30622.38,USD,27838.53,2783.85,918.67,,306.22,,0,0.09090900184766837
