Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Loan Status,Outstanding Loan Value,Pledge To,Pledge Date,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Technologies,CLIAB001242,"EMPRESA EJEMPLO 243, S.A. DE C.V.","PAGADOR EJEMPLO 243, S.A. DE C.V.",DSB9760-764,DSB9760-764,factoring,2025-08-30,95578.13,87744.12,2632.32,342.2,USD,0.3857,60,days,bullet,0,Current,80368.94,,,,,,,,,current,0.25388,0.9180355380462035
Abaco Technologies,CLIAB001243,"EMPRESA EJEMPLO 244, S.A. DE C.V.","PAGADOR EJEMPLO 244, S.A. DE C.V.",DSB4072-525,DSB4072-525,factoring,2025-06-03,4804.21,4493.2,134.8,17.52,USD,0.3563,60,days,bullet,0,Current,1090.39,,,,,,,,,current,0.14792,0.935263029717685
Abaco Technologies,CLIAB001244,"EMPRESA EJEMPLO 245, S.A. DE C.V.","PAGADOR EJEMPLO 245, S.A. DE C.V.",DSB6813-638,DSB6813-638,factoring,2024-11-02,89049.7,77258.89,2317.77,301.31,USD,0.1875,120,days,bullet,0,Current,3710.96,,,,,,,,,current,0.09240000000000001,0.86759292844333
Abaco Technologies,CLIAB001245,"EMPRESA EJEMPLO 246, S.A. DE C.V.","PAGADOR EJEMPLO 246, S.A. DE C.V.",DSB7310-300,DSB7310-300,factoring,2025-03-01,9394.41,8524.94,255.75,33.25,USD,0.3505,90,days,bullet,0,Default,6928.46,,,,,,,,,current,0.46859999999999996,0.9074481526780288
Abaco Technologies,CLIAB001246,"EMPRESA EJEMPLO 247, S.A. DE C.V.","PAGADOR EJEMPLO 247, S.A. DE C.V.",DSB3718-767,DSB3718-767,factoring,2025-06-03,35971.89,30377.55,911.33,118.47,USD,0.3927,90,days,bullet,0,Current,6263.04,,,,,,,,,current,0.18288,0.8444802316475448
Abaco Financial,CLIAB001247,"EMPRESA EJEMPLO 248, S.A. DE C.V.","PAGADOR EJEMPLO 248, S.A. DE C.V.",DSB6958-848,DSB6958-848,factoring,2024-12-08,10741.17,9656.8,289.7,37.66,USD,0.1672,60,days,bullet,0,Current,10395.95,,,,,,,,,current,0.10128,0.8990454484939722
Abaco Technologies,CLIAB001248,"EMPRESA EJEMPLO 249, S.A. DE C.V.","PAGADOR EJEMPLO 249, S.A. DE C.V.",DSB8140-486,DSB8140-486,factoring,2024-10-19,30249.03,27689.46,830.68,107.99,USD,0.394,60,days,bullet,0,Current,7886.33,,,,,,,,,current,0.18800000000000003,0.9153834023768697
Abaco Technologies,CLIAB001249,"EMPRESA EJEMPLO 250, S.A. DE C.V.","PAGADOR EJEMPLO 250, S.A. DE C.V.",DSB2470-786,DSB2470-786,factoring,2024-10-17,7856.18,7416.03,222.48,28.92,USD,0.1605,60,days,bullet,0,Current,3726.47,,,,,,,,,current,0.08180000000000001,0.9439740433645868
Abaco Financial,CLIAB001250,"EMPRESA EJEMPLO 251, S.A. DE C.V.","PAGADOR EJEMPLO 251, S.A. DE C.V.",DSB6554-736,DSB6554-736,factoring,2025-09-16,12281.71,10720.73,321.62,41.81,USD,0.337,120,days,bullet,0,Current,1360.91,,,,,,,,,current,0.1412,0.8729020633120307
Abaco Financial,CLIAB001251,"EMPRESA EJEMPLO 252, S.A. DE C.V.","PAGADOR EJEMPLO 252, S.A. DE C.V.",DSB8916-012,DSB8916-012,factoring,2024-11-11,60254.63,49062.43,1471.87,191.34,USD,0.258,120,days,bullet,0,Current,16497.19,,,,,,,,,current,0.1512,0.8142516185063289
Abaco Technologies,CLIAB001252,"EMPRESA EJEMPLO 253, S.A. DE C.V.","PAGADOR EJEMPLO 253, S.A. DE C.V.",DSB1919-866,DSB1919-866,factoring,2025-09-19,92903.44,83742.91,2512.29,326.6,USD,0.3717,180,days,bullet,0,Complete,80024.23,,,,,,,,,current,0.24808000000000002,0.9013973002506689
Abaco Financial,CLIAB001253,"EMPRESA EJEMPLO 254, S.A. DE C.V.","PAGADOR EJEMPLO 254, S.A. DE C.V.",DSB3221-351,DSB3221-351,factoring,2025-01-25,84804.92,79533.36,2386.0,310.18,USD,0.309,180,days,bullet,15,Complete,47305.31,,,,,,,,,early_delinquent,0.24213333333333334,0.9378389838702754
Abaco Financial,CLIAB001254,"EMPRESA EJEMPLO 255, S.A. DE C.V.","PAGADOR EJEMPLO 255, S.A. DE C.V.",DSB7859-825,DSB7859-825,factoring,2025-08-03,18878.87,15255.61,457.67,59.5,USD,0.2863,90,days,bullet,0,Current,13742.82,,,,,,,,,current,0.15732000000000002,0.8080785555491404
Abaco Financial,CLIAB001255,"EMPRESA EJEMPLO 256, S.A. DE C.V.","PAGADOR EJEMPLO 256, S.A. DE C.V.",DSB8498-634,DSB8498-634,factoring,2025-04-17,11686.43,10550.45,316.51,41.15,USD,0.3544,90,days,bullet,0,Current,4831.36,,,,,,,,,current,0.16296,0.902794951067178
Abaco Technologies,CLIAB001256,"EMPRESA EJEMPLO 257, S.A. DE C.V.","PAGADOR EJEMPLO 257, S.A. DE C.V.",DSB9043-108,DSB9043-108,factoring,2024-11-12,76060.32,69330.01,2079.9,270.39,USD,0.2244,90,days,bullet,0,Current,43899.94,,,,,,,,,current,0.17236,0.9115135197958671
Abaco Financial,CLIAB001257,"EMPRESA EJEMPLO 258, S.A. DE C.V.","PAGADOR EJEMPLO 258, S.A. DE C.V.",DSB5091-889,DSB5091-889,factoring,2025-06-12,87836.71,75984.91,2279.55,296.34,USD,0.2654,30,days,bullet,0,Complete,24410.0,,,,,,,,,current,0.16636,0.8650700828844796
Abaco Financial,CLIAB001258,"EMPRESA EJEMPLO 259, S.A. DE C.V.","PAGADOR EJEMPLO 259, S.A. DE C.V.",DSB4374-982,DSB4374-982,factoring,2025-07-30,20201.43,18827.18,564.82,73.43,USD,0.201,60,days,bullet,0,Complete,12423.44,,,,,,,,,current,0.12100000000000002,0.9319726375806069
Abaco Technologies,CLIAB001259,"EMPRESA EJEMPLO 260, S.A. DE C.V.","PAGADOR EJEMPLO 260, S.A. DE C.V.",DSB3482-674,DSB3482-674,factoring,2025-07-30,69100.53,59170.02,1775.1,230.76,USD,0.2886,60,days,bullet,0,Current,51530.6,,,,,,,,,current,0.20364000000000002,0.8562889459747993
Abaco Technologies,CLIAB001260,"EMPRESA EJEMPLO 261, S.A. DE C.V.","PAGADOR EJEMPLO 261, S.A. DE C.V.",DSB4680-851,DSB4680-851,factoring,2025-05-04,21045.58,19860.94,595.83,77.46,USD,0.3196,90,days,bullet,0,Current,10565.94,,,,,,,,,current,0.16324,0.9437107459143439
Abaco Financial,CLIAB001261,"EMPRESA EJEMPLO 262, S.A. DE C.V.","PAGADOR EJEMPLO 262, S.A. DE C.V.",DSB2011-833,DSB2011-833,factoring,2025-07-02,13346.69,11448.88,343.47,44.65,USD,0.3305,90,days,bullet,0,Current,25.09,,,,,,,,,current,0.13260000000000002,0.8578066921461425
Abaco Financial,CLIAB001262,"EMPRESA EJEMPLO 263, S.A. DE C.V.","PAGADOR EJEMPLO 263, S.A. DE C.V.",DSB8249-710,DSB8249-710,factoring,2025-06-10,18658.89,15008.47,450.25,58.53,USD,0.2389,30,days,bullet,0,Current,16312.76,,,,,,,,,current,0.14336000000000002,0.8043602808098446
Abaco Technologies,CLIAB001263,"EMPRESA EJEMPLO 264, S.A. DE C.V.","PAGADOR EJEMPLO 264, S.A. DE C.V.",DSB2906-951,DSB2906-951,factoring,2025-05-25,51500.86,46789.08,1403.67,182.48,USD,0.295,120,days,bullet,0,Current,34838.68,,,,,,,,,current,0.193,0.9085106539968459
Abaco Financial,CLIAB001264,"EMPRESA EJEMPLO 265, S.A. DE C.V.","PAGADOR EJEMPLO 265, S.A. DE C.V.",DSB7081-695,DSB7081-695,factoring,2025-06-13,80693.91,67821.06,2034.63,264.5,USD,0.2305,90,days,bullet,0,Current,63336.41,,,,,,,,,current,0.1854,0.8404730914637796
Abaco Financial,CLIAB001265,"EMPRESA EJEMPLO 266, S.A. DE C.V.","PAGADOR EJEMPLO 266, S.A. DE C.V.",DSB8997-392,DSB8997-392,factoring,2025-08-14,71060.41,65254.23,1957.63,254.49,USD,0.2801,180,days,bullet,0,Current,30841.6,,,,,,,,,current,0.18144000000000002,0.9182923374632935
Abaco Technologies,CLIAB001266,"EMPRESA EJEMPLO 267, S.A. DE C.V.","PAGADOR EJEMPLO 267, S.A. DE C.V.",DSB7409-280,DSB7409-280,factoring,2024-10-15,9771.44,8140.51,244.22,31.75,USD,0.3503,90,days,bullet,0,Current,1695.15,,,,,,,,,current,0.14772,0.8330921542781821
Abaco Technologies,CLIAB001267,"EMPRESA EJEMPLO 268, S.A. DE C.V.","PAGADOR EJEMPLO 268, S.A. DE C.V.",DSB2460-428,DSB2460-428,factoring,2025-10-09,64117.77,56066.18,1681.99,218.66,USD,0.1796,120,days,bullet,0,Current,37686.46,,,,,,,,,current,0.15004,0.874424983900719
Abaco Financial,CLIAB001268,"EMPRESA EJEMPLO 269, S.A. DE C.V.","PAGADOR EJEMPLO 269, S.A. DE C.V.",DSB3139-580,DSB3139-580,factoring,2025-03-08,19263.15,16457.19,493.72,64.18,USD,0.1913,90,days,bullet,0,Complete,5260.2,,,,,,,,,current,0.09972,0.8543353501374384
Abaco Technologies,CLIAB001269,"EMPRESA EJEMPLO 270, S.A. DE C.V.","PAGADOR EJEMPLO 270, S.A. DE C.V.",DSB7338-540,DSB7338-540,factoring,2024-12-26,52289.8,44174.88,1325.25,172.28,USD,0.164,90,days,bullet,0,Complete,44024.54,,,,,,,,,current,0.1484,0.8448087389892482
Abaco Financial,CLIAB001270,"EMPRESA EJEMPLO 271, S.A. DE C.V.","PAGADOR EJEMPLO 271, S.A. DE C.V.",DSB6188-048,DSB6188-048,factoring,2025-05-02,19424.04,17877.82,536.33,69.72,USD,0.3843,120,days,bullet,0,Current,14139.52,,,,,,,,,current,0.19712,0.9203965807319177
Abaco Technologies,CLIAB001271,"EMPRESA EJEMPLO 272, S.A. DE C.V.","PAGADOR EJEMPLO 272, S.A. DE C.V.",DSB9872-122,DSB9872-122,factoring,2024-10-16,50149.65,43405.91,1302.18,169.28,USD,0.1518,30,days,bullet,0,Current,6787.96,,,,,,,,,current,0.08812,0.8655276756667295
Abaco Financial,CLIAB001272,"EMPRESA EJEMPLO 273, S.A. DE C.V.","PAGADOR EJEMPLO 273, S.A. DE C.V.",DSB3395-003,DSB3395-003,factoring,2025-02-21,75386.13,67737.7,2032.13,264.18,USD,0.1534,120,days,bullet,0,Current,20785.45,,,,,,,,,current,0.11656000000000001,0.898543273145869
Abaco Financial,CLIAB001273,"EMPRESA EJEMPLO 274, S.A. DE C.V.","PAGADOR EJEMPLO 274, S.A. DE C.V.",DSB4750-263,DSB4750-263,factoring,2024-10-12,28285.62,25968.15,779.04,101.28,USD,0.218,60,days,bullet,0,Current,4423.36,,,,,,,,,current,0.1068,0.918068969320807
Abaco Financial,CLIAB001274,"EMPRESA EJEMPLO 275, S.A. DE C.V.","PAGADOR EJEMPLO 275, S.A. DE C.V.",DSB8567-847,DSB8567-847,factoring,2024-12-27,85455.87,68960.76,2068.82,268.95,USD,0.3766,30,days,bullet,0,Current,65959.78,,,,,,,,,current,0.24444,0.8069751089070886
Abaco Financial,CLIAB001275,"EMPRESA EJEMPLO 276, S.A. DE C.V.","PAGADOR EJEMPLO 276, S.A. DE C.V.",DSB3891-253,DSB3891-253,factoring,2024-11-17,9556.04,7984.24,239.53,31.14,USD,0.3159,120,days,bullet,0,Complete,3759.8,,,,,,,,,current,0.14416,0.8355176411986555
Abaco Financial,CLIAB001276,"EMPRESA EJEMPLO 277, S.A. DE C.V.","PAGADOR EJEMPLO 277, S.A. DE C.V.",DSB6710-853,DSB6710-853,factoring,2024-11-19,82958.97,76169.35,2285.08,297.06,USD,0.3327,60,days,bullet,15,Current,60158.17,,,,,,,,,early_delinquent,0.25881333333333334,0.9181568912921654
Abaco Technologies,CLIAB001277,"EMPRESA EJEMPLO 278, S.A. DE C.V.","PAGADOR EJEMPLO 278, S.A. DE C.V.",DSB6969-354,DSB6969-354,factoring,2025-07-22,19927.88,16953.43,508.6,66.12,USD,0.393,120,days,bullet,0,Current,3014.03,,,,,,,,,current,0.1714,0.8507392657924475
Abaco Technologies,CLIAB001278,"EMPRESA EJEMPLO 279, S.A. DE C.V.","PAGADOR EJEMPLO 279, S.A. DE C.V.",DSB2305-675,DSB2305-675,factoring,2025-09-24,23306.38,19522.47,585.67,76.14,USD,0.3209,30,days,bullet,0,Current,20046.74,,,,,,,,,current,0.18316000000000002,0.8376448852202701
Abaco Financial,CLIAB001279,"EMPRESA EJEMPLO 280, S.A. DE C.V.","PAGADOR EJEMPLO 280, S.A. DE C.V.",DSB3605-774,DSB3605-774,factoring,2024-11-12,72558.62,58783.38,1763.5,229.26,USD,0.2872,60,days,bullet,0,Current,35168.89,,,,,,,,,current,0.19048,0.810150193043914
Abaco Financial,CLIAB001280,"EMPRESA EJEMPLO 281, S.A. DE C.V.","PAGADOR EJEMPLO 281, S.A. DE C.V.",DSB3758-952,DSB3758-952,factoring,2024-10-23,17411.68,16399.27,491.98,63.96,USD,0.204,60,days,bullet,0,Current,11334.54,,,,,,,,,current,0.11860000000000001,0.9418545482113156
Abaco Financial,CLIAB001281,"EMPRESA EJEMPLO 282, S.A. DE C.V.","PAGADOR EJEMPLO 282, S.A. DE C.V.",DSB1745-551,DSB1745-551,factoring,2025-03-01,54997.76,44511.94,1335.36,173.6,USD,0.178,90,days,bullet,0,Current,43243.54,,,,,,,,,current,0.1532,0.8093409622500989
Abaco Financial,CLIAB001282,"EMPRESA EJEMPLO 283, S.A. DE C.V.","PAGADOR EJEMPLO 283, S.A. DE C.V.",DSB5677-685,DSB5677-685,factoring,2025-04-05,20935.01,17560.15,526.8,68.48,USD,0.2862,120,days,bullet,0,Current,4289.19,,,,,,,,,current,0.13348000000000002,0.8387934851714903
Abaco Financial,CLIAB001283,"EMPRESA EJEMPLO 284, S.A. DE C.V.","PAGADOR EJEMPLO 284, S.A. DE C.V.",DSB9532-138,DSB9532-138,factoring,2025-09-25,87905.18,81922.11,2457.66,319.5,USD,0.2139,180,days,bullet,0,Default,67863.89,,,,,,,,,current,0.48036,0.9319372305477335
Abaco Financial,CLIAB001284,"EMPRESA EJEMPLO 285, S.A. DE C.V.","PAGADOR EJEMPLO 285, S.A. DE C.V.",DSB9913-464,DSB9913-464,factoring,2025-10-09,3689.57,2987.75,89.63,11.65,USD,0.2359,120,days,bullet,0,Current,389.15,,,,,,,,,current,0.09676,0.8097827118065248
Abaco Financial,CLIAB001285,"EMPRESA EJEMPLO 286, S.A. DE C.V.","PAGADOR EJEMPLO 286, S.A. DE C.V.",DSB7393-541,DSB7393-541,factoring,2025-08-21,66021.23,60958.42,1828.75,237.74,USD,0.1734,180,days,bullet,10,Current,34550.87,,,,,,,,,early_delinquent,0.16558222222222224,0.9233154244475603
Abaco Financial,CLIAB001286,"EMPRESA EJEMPLO 287, S.A. DE C.V.","PAGADOR EJEMPLO 287, S.A. DE C.V.",DSB8147-366,DSB8147-366,factoring,2025-08-08,29426.66,27040.98,811.23,105.46,USD,0.2191,30,days,bullet,0,Complete,15685.26,,,,,,,,,current,0.13364,0.918927938135011
Abaco Financial,CLIAB001287,"EMPRESA EJEMPLO 288, S.A. DE C.V.","PAGADOR EJEMPLO 288, S.A. DE C.V.",DSB3407-363,DSB3407-363,factoring,2025-05-02,16637.53,15046.73,451.4,58.68,USD,0.1915,90,days,bullet,0,Complete,2809.32,,,,,,,,,current,0.0898,0.9043848455870553
Abaco Technologies,CLIAB001288,"EMPRESA EJEMPLO 289, S.A. DE C.V.","PAGADOR EJEMPLO 289, S.A. DE C.V.",DSB4586-729,DSB4586-729,factoring,2025-02-04,51198.06,45551.78,1366.55,177.65,USD,0.1961,180,days,bullet,0,Complete,16033.29,,,,,,,,,current,0.12544,0.8897169150549845
Abaco Technologies,CLIAB001289,"EMPRESA EJEMPLO 290, S.A. DE C.V.","PAGADOR EJEMPLO 290, S.A. DE C.V.",DSB9113-050,DSB9113-050,factoring,2025-01-30,80060.73,75670.47,2270.11,295.11,USD,0.3706,120,days,bullet,0,Current,79133.31,,,,,,,,,current,0.24744000000000002,0.9451633778507891
Abaco Financial,CLIAB001290,"EMPRESA EJEMPLO 291, S.A. DE C.V.","PAGADOR EJEMPLO 291, S.A. DE C.V.",DSB6362-692,DSB6362-692,factoring,2024-12-07,49050.54,40141.25,1204.24,156.55,USD,0.3087,120,days,bullet,90,Default,32183.73,,,,,,,,,late_delinquent,0.69508,0.8183650985289866
Abaco Technologies,CLIAB001291,"EMPRESA EJEMPLO 292, S.A. DE C.V.","PAGADOR EJEMPLO 292, S.A. DE C.V.",DSB8095-747,DSB8095-747,factoring,2025-06-26,13852.82,12509.5,375.28,48.79,USD,0.2818,30,days,bullet,0,Current,5250.59,,,,,,,,,current,0.13572,0.9030291305308233
Abaco Technologies,CLIAB001292,"EMPRESA EJEMPLO 293, S.A. DE C.V.","PAGADOR EJEMPLO 293, S.A. DE C.V.",DSB3188-575,DSB3188-575,factoring,2025-08-07,97372.28,82817.66,2484.53,322.99,USD,0.3548,60,days,bullet,0,Complete,96210.2,,,,,,,,,current,0.24192000000000002,0.8505260429354228
Abaco Technologies,CLIAB001293,"EMPRESA EJEMPLO 294, S.A. DE C.V.","PAGADOR EJEMPLO 294, S.A. DE C.V.",DSB6631-727,DSB6631-727,factoring,2025-01-26,90228.31,81002.48,2430.07,315.91,USD,0.2394,60,days,bullet,0,Complete,47409.1,,,,,,,,,current,0.18116000000000002,0.8977501628923339
Abaco Financial,CLIAB001294,"EMPRESA EJEMPLO 295, S.A. DE C.V.","PAGADOR EJEMPLO 295, S.A. DE C.V.",DSB2568-120,DSB2568-120,factoring,2025-06-27,25189.65,20578.47,617.35,80.26,USD,0.1752,180,days,bullet,0,Complete,18632.06,,,,,,,,,current,0.12308000000000001,0.8169414819181687
Abaco Technologies,CLIAB001295,"EMPRESA EJEMPLO 296, S.A. DE C.V.","PAGADOR EJEMPLO 296, S.A. DE C.V.",DSB7410-010,DSB7410-010,factoring,2025-04-27,19934.78,17783.15,533.49,69.35,USD,0.3052,30,days,bullet,0,Current,19518.24,,,,,,,,,current,0.17608000000000001,0.892066528950909
Abaco Financial,CLIAB001296,"EMPRESA EJEMPLO 297, S.A. DE C.V.","PAGADOR EJEMPLO 297, S.A. DE C.V.",DSB5112-941,DSB5112-941,factoring,2025-07-12,63780.07,52232.03,1566.96,203.7,USD,0.1766,90,days,bullet,0,Current,11153.95,,,,,,,,,current,0.10724,0.8189396781784655
Abaco Financial,CLIAB001297,"EMPRESA EJEMPLO 298, S.A. DE C.V.","PAGADOR EJEMPLO 298, S.A. DE C.V.",DSB2000-973,DSB2000-973,factoring,2025-07-28,85717.99,71495.4,2144.86,278.83,USD,0.1682,90,days,bullet,0,Current,26170.62,,,,,,,,,current,0.13028,0.8340769539743056
Abaco Technologies,CLIAB001298,"EMPRESA EJEMPLO 299, S.A. DE C.V.","PAGADOR EJEMPLO 299, S.A. DE C.V.",DSB8342-680,DSB8342-680,factoring,2024-12-28,22051.79,17751.22,532.54,69.23,USD,0.2521,120,days,bullet,5,Complete,16893.1,,,,,,,,,early_delinquent,0.1613511111111111,0.8049786434570618
Abaco Financial,CLIAB001299,"EMPRESA EJEMPLO 300, S.A. DE C.V.","PAGADOR EJEMPLO 300, S.A. DE C.V.",DSB8475-539,DSB8475-539,factoring,2025-09-17,79056.29,71130.72,2133.92,277.41,USD,0.3127,90,days,bullet,0,Current,30812.93,,,,,,,,,current,0.19407999999999997,0.899747762006034
Abaco Technologies,CLIAB001300,"EMPRESA EJEMPLO 301, S.A. DE C.V.","PAGADOR EJEMPLO 301, S.A. DE C.V.",DSB4700-251,DSB4700-251,factoring,2025-01-13,38570.79,32168.41,965.05,125.46,USD,0.2867,90,days,bullet,0,Complete,18478.11,,,,,,,,,current,0.16748000000000002,0.8340096223074508
Abaco Financial,CLIAB001301,"EMPRESA EJEMPLO 302, S.A. DE C.V.","PAGADOR EJEMPLO 302, S.A. DE C.V.",DSB4776-930,DSB4776-930,factoring,2024-10-21,2782.01,2401.48,72.04,9.37,USD,0.3795,30,days,bullet,0,Complete,2097.53,,,,,,,,,current,0.16080000000000003,0.8632176016621076
Abaco Technologies,CLIAB001302,"EMPRESA EJEMPLO 303, S.A. DE C.V.","PAGADOR EJEMPLO 303, S.A. DE C.V.",DSB2255-475,DSB2255-475,factoring,2025-05-29,80685.77,64766.55,1943.0,252.59,USD,0.3053,30,days,bullet,0,Complete,22714.75,,,,,,,,,current,0.18092,0.8027010215060226
Abaco Financial,CLIAB001303,"EMPRESA EJEMPLO 304, S.A. DE C.V.","PAGADOR EJEMPLO 304, S.A. DE C.V.",DSB8780-925,DSB8780-925,factoring,2025-04-03,87402.63,71398.08,2141.94,278.45,USD,0.1801,120,days,bullet,0,Current,1084.15,,,,,,,,,current,0.07724,0.8168870890956027
Abaco Technologies,CLIAB001304,"EMPRESA EJEMPLO 305, S.A. DE C.V.","PAGADOR EJEMPLO 305, S.A. DE C.V.",DSB5204-915,DSB5204-915,factoring,2025-09-28,47408.03,40068.78,1202.06,156.27,USD,0.1686,30,days,bullet,0,Complete,2282.36,,,,,,,,,current,0.07824,0.8451897284067699
Abaco Technologies,CLIAB001305,"EMPRESA EJEMPLO 306, S.A. DE C.V.","PAGADOR EJEMPLO 306, S.A. DE C.V.",DSB7424-750,DSB7424-750,factoring,2025-05-04,90386.6,83864.27,2515.93,327.07,USD,0.2326,30,days,bullet,30,Current,48023.9,,,,,,,,,early_delinquent,0.24590666666666666,0.9278396355211945
Abaco Financial,CLIAB001306,"EMPRESA EJEMPLO 307, S.A. DE C.V.","PAGADOR EJEMPLO 307, S.A. DE C.V.",DSB6284-772,DSB6284-772,factoring,2025-01-08,83977.07,70775.33,2123.26,276.02,USD,0.2957,60,days,bullet,0,Current,21188.02,,,,,,,,,current,0.17428000000000002,0.8427935149440198
Abaco Technologies,CLIAB001307,"EMPRESA EJEMPLO 308, S.A. DE C.V.","PAGADOR EJEMPLO 308, S.A. DE C.V.",DSB8105-679,DSB8105-679,factoring,2025-05-08,22802.3,19912.25,597.37,77.66,USD,0.1735,180,days,bullet,0,Complete,1475.01,,,,,,,,,current,0.0762,0.8732562066107367
Abaco Technologies,CLIAB001308,"EMPRESA EJEMPLO 309, S.A. DE C.V.","PAGADOR EJEMPLO 309, S.A. DE C.V.",DSB2341-747,DSB2341-747,factoring,2025-08-22,95626.62,76861.94,2305.86,299.76,USD,0.2576,120,days,bullet,3,Current,13150.93,,,,,,,,,early_delinquent,0.15170666666666668,0.8037713766313188
Abaco Financial,CLIAB001309,"EMPRESA EJEMPLO 310, S.A. DE C.V.","PAGADOR EJEMPLO 310, S.A. DE C.V.",DSB8819-431,DSB8819-431,factoring,2024-10-11,34740.75,28651.52,859.55,111.74,USD,0.3018,90,days,bullet,0,Complete,22220.38,,,,,,,,,current,0.17812,0.8247237034318488
Abaco Financial,CLIAB001310,"EMPRESA EJEMPLO 311, S.A. DE C.V.","PAGADOR EJEMPLO 311, S.A. DE C.V.",DSB9124-589,DSB9124-589,factoring,2025-09-01,67966.21,55715.57,1671.47,217.29,USD,0.2461,180,days,bullet,15,Current,18457.5,,,,,,,,,early_delinquent,0.18437333333333336,0.8197539630354553
Abaco Financial,CLIAB001311,"EMPRESA EJEMPLO 312, S.A. DE C.V.","PAGADOR EJEMPLO 312, S.A. DE C.V.",DSB6767-435,DSB6767-435,factoring,2025-07-12,47816.82,45310.07,1359.3,176.71,USD,0.3085,30,days,bullet,0,Current,28884.78,,,,,,,,,current,0.18920000000000003,0.9475759784945966
Abaco Financial,CLIAB001312,"EMPRESA EJEMPLO 313, S.A. DE C.V.","PAGADOR EJEMPLO 313, S.A. DE C.V.",DSB3649-280,DSB3649-280,factoring,2024-11-20,90830.64,75918.83,2277.57,296.08,USD,0.3929,180,days,bullet,0,Current,42667.12,,,,,,,,,current,0.23836000000000002,0.8358284164902945
Abaco Technologies,CLIAB001313,"EMPRESA EJEMPLO 314, S.A. DE C.V.","PAGADOR EJEMPLO 314, S.A. DE C.V.",DSB5807-275,DSB5807-275,factoring,2025-08-03,45299.35,39462.22,1183.87,153.9,USD,0.2791,30,days,bullet,0,Current,1663.45,,,,,,,,,current,0.11904000000000002,0.8711431841737244
Abaco Technologies,CLIAB001314,"EMPRESA EJEMPLO 315, S.A. DE C.V.","PAGADOR EJEMPLO 315, S.A. DE C.V.",DSB1716-674,DSB1716-674,factoring,2025-10-07,11694.55,9950.06,298.5,38.81,USD,0.2596,60,days,bullet,0,Complete,4642.91,,,,,,,,,current,0.12424,0.8508288048706448
Abaco Financial,CLIAB001315,"EMPRESA EJEMPLO 316, S.A. DE C.V.","PAGADOR EJEMPLO 316, S.A. DE C.V.",DSB1479-253,DSB1479-253,factoring,2025-10-02,9622.18,8588.38,257.65,33.49,USD,0.2829,90,days,bullet,0,Complete,4749.0,,,,,,,,,current,0.13396,0.8925607294812609
Abaco Technologies,CLIAB001316,"EMPRESA EJEMPLO 317, S.A. DE C.V.","PAGADOR EJEMPLO 317, S.A. DE C.V.",DSB3649-564,DSB3649-564,factoring,2025-09-09,70523.62,66921.45,2007.64,260.99,USD,0.3824,180,days,bullet,0,Current,28986.69,,,,,,,,,current,0.21896000000000002,0.9489225028437281
Abaco Financial,CLIAB001317,"EMPRESA EJEMPLO 318, S.A. DE C.V.","PAGADOR EJEMPLO 318, S.A. DE C.V.",DSB8171-093,DSB8171-093,factoring,2025-06-29,90853.49,82413.64,2472.41,321.41,USD,0.3187,30,days,bullet,0,Default,74608.73,,,,,,,,,current,0.52588,0.9071048343877598
Abaco Technologies,CLIAB001318,"EMPRESA EJEMPLO 319, S.A. DE C.V.","PAGADOR EJEMPLO 319, S.A. DE C.V.",DSB9940-498,DSB9940-498,factoring,2024-12-17,1154.95,1034.21,31.03,4.03,USD,0.3294,30,days,bullet,0,Current,132.23,,,,,,,,,current,0.13296000000000002,0.8954586778648427
Abaco Financial,CLIAB001319,"EMPRESA EJEMPLO 320, S.A. DE C.V.","PAGADOR EJEMPLO 320, S.A. DE C.V.",DSB5545-439,DSB5545-439,factoring,2025-03-05,39000.05,33869.03,1016.07,132.09,USD,0.1731,120,days,bullet,0,Complete,15765.37,,,,,,,,,current,0.11544000000000001,0.8684355532877521
Abaco Financial,CLIAB001320,"EMPRESA EJEMPLO 321, S.A. DE C.V.","PAGADOR EJEMPLO 321, S.A. DE C.V.",DSB7674-686,DSB7674-686,factoring,2024-10-24,32787.03,29917.43,897.52,116.68,USD,0.3171,30,days,bullet,0,Complete,19629.34,,,,,,,,,current,0.18104,0.912477586411456
Abaco Technologies,CLIAB001321,"EMPRESA EJEMPLO 322, S.A. DE C.V.","PAGADOR EJEMPLO 322, S.A. DE C.V.",DSB1204-002,DSB1204-002,factoring,2025-08-01,50713.21,41626.96,1248.81,162.35,USD,0.3031,120,days,bullet,0,Current,37577.54,,,,,,,,,current,0.19924000000000003,0.8208307066344253
Abaco Financial,CLIAB001322,"EMPRESA EJEMPLO 323, S.A. DE C.V.","PAGADOR EJEMPLO 323, S.A. DE C.V.",DSB9530-923,DSB9530-923,factoring,2025-01-25,53469.16,49424.36,1482.73,192.76,USD,0.1855,30,days,bullet,0,Current,23999.8,,,,,,,,,current,0.134,0.924352654876194
